file	program	config	c_size	u_size	c_time	d_time	c_mem	d_mem	c_cpu	d_cpu	is_lossless
2305_S44_L001.il.fq	bsc	bsc_b1024_m	19623930	298045616	23.92	8.87	1110	1031	168	337	1
2259_S46_L001.il.fq	bsc	bsc_b1024_s	20602442	350734246	33.07	34.27	1267	1167	99	99	1
2233_S20_L001.il.fq	bsc	bsc_b1024_s	26031318	312791608	37.23	34.85	1265	1210	99	99	1
2215_S2_L001.il.fq	bsc	bsc_b1024_m	21256368	355812082	29.79	10.74	1199	1073	157	334	1
2248_S35_L001.il.fq	bsc	bsc_b1024_m	26598644	515301428	42.65	12.62	1741	1561	166	373	1
2297_S36_L001.il.fq	bsc	bsc_b1024_m	17576554	297605488	24.1	8.3	1007	902	159	334	1
2260_S47_L001.il.fq	bsc	bsc_b1024_m	27205562	373982572	41.78	12.95	1390	1291	165	315	1
2249_S36_L001.il.fq	bsc	bsc_b1024_m	20796996	375702258	34.74	9.29	1282	1154	146	346	1
2283_S22_L001.il.fq	bsc	bsc_b1024_m	33592368	429575634	51.4	15.35	1578	1458	153	329	1
2273_S12_L001.il.fq	bsc	bsc_b1024_m	18400198	380317040	37.15	12.18	1320	1195	144	313	1
2266_S5_L001.il.fq	bsc	bsc_b1024_m	26303078	595944536	59.97	17.06	1963	1742	139	309	1
2262_S1_L001.il.fq	bsc	bsc_b1024_m	21703078	418410180	41.91	13.56	1417	1271	141	301	1
2289_S28_L001.il.fq	bsc	bsc_b1024_m	17428328	388820198	29.98	10.48	1170	998	149	282	1
2263_S2_L001.il.fq	bsc	bsc_b1024_m	19657564	416736936	40.19	10.73	1382	1229	144	323	1
2224_S11_L001.il.fq	bsc	bsc_b1024_m	18956026	342963850	31.9	10.45	1172	1055	152	324	1
2253_S40_L001.il.fq	bsc	bsc_b1024_m	23818574	392234212	46.44	10.34	1414	1299	140	370	1
2257_S44_L001.il.fq	bsc	bsc_b1024_m	20379684	319269900	35.02	8.62	1182	1096	143	370	1
2274_S13_L001.il.fq	bsc	bsc_b1024_m	24031418	385430632	40.25	12.15	1355	1233	144	316	1
2239_S26_L001.il.fq	bsc	bsc_b1024_m	31546160	357055160	44.72	16.01	1389	1309	151	272	1
2254_S41_L001.il.fq	bsc	bsc_b1024_m	20984926	375101846	37.49	18.18	1349	1237	147	241	1
2265_S4_L001.il.fq	bsc	bsc_b1024_m	22562596	418596336	38.95	15.52	1495	1369	148	272	1
2216_S3_L001.il.fq	bsc	bsc_b1024_m	17382336	347444344	26.53	14.56	1119	983	154	220	1
2232_S19_L001.il.fq	bsc	bsc_b1024_m	28395088	384683514	43.65	16.12	1425	1322	162	281	1
2235_S22_L001.il.fq	bsc	bsc_b1024_m	22806134	431585584	36.89	9.41	1360	1184	138	377	1
2294_S33_L001.il.fq	bsc	bsc_b1024_m	16142876	270026346	24.9	8.8	919	825	150	292	1
2304_S43_L001.il.fq	bsc	bsc_b1024_m	13956590	308830288	24.47	8.75	1023	909	147	299	1
2298_S37_L001.il.fq	bsc	bsc_b1024_m	19041522	274403560	27.68	10.4	972	886	150	277	1
2241_S28_L001.il.fq	bsc	bsc_b1024_m	28454412	347670024	47.04	11.02	1326	1242	150	373	1
2220_S7_L001.il.fq	bsc	bsc_b1024_m	24056772	407466534	43.75	11.66	1517	1409	145	367	1
2274_S13_L001.il.fq	zstd	zstd_l19_s	32889873	385430632	247.7	0.99	59	10	99	95	1
2295_S34_L001.il.fq	bsc	bsc_b1024_m	16186718	319978424	27.04	7.27	1015	886	146	349	1
2240_S27_L001.il.fq	bsc	bsc_b1024_m	27693434	367953250	37.91	13.81	1347	1244	151	301	1
2301_S40_L001.il.fq	bsc	bsc_b1024_m	16981758	349276596	30.45	12.89	1170	1045	156	253	1
2252_S39_L001.il.fq	bsc	bsc_b1024_m	21396862	368794574	36.55	17.22	1301	1185	146	225	1
2276_S15_L001.il.fq	bsc	bsc_b1024_m	24139012	366767194	36.42	13.74	1269	1147	145	279	1
2218_S5_L001.il.fq	bsc	bsc_b1024_m	52142418	458633010	71.5	22.71	1970	1914	145	322	1
2293_S32_L001.il.fq	bsc	bsc_b1024_m	17559468	373086500	31.57	8.87	1166	1011	148	316	1
2237_S24_L001.il.fq	bsc	bsc_b1024_m	24983718	440977110	44.43	9.86	1451	1286	135	378	1
2250_S37_L001.il.fq	bsc	bsc_b1024_m	17032490	338071598	32.44	7	1130	1009	141	398	1
2229_S16_L001.il.fq	bsc	bsc_b1024_m	28573622	419881230	45.57	10.03	1473	1340	140	382	1
2259_S46_L001.il.fq	bsc	bsc_b1024_m	20602442	350734246	35.94	9.67	1268	1165	139	348	1
2233_S20_L001.il.fq	bsc	bsc_b1024_m	26031318	312791608	40.6	9.58	1265	1207	140	389	1
2305_S44_L001.il.fq	bsc	bsc_b16_s	21912442	298045616	34.95	25.52	93	84	99	99	1
2232_S19_L001.il.fq	zstd	zstd_l1_m	52500832	384683514	0.85	0.77	21	3	218	99	1
2215_S2_L001.il.fq	bsc	bsc_b16_s	21960902	355812082	32.37	22.26	86	78	99	99	1
2260_S47_L001.il.fq	bsc	bsc_b16_s	28850314	373982572	38.13	26.8	90	83	99	99	1
2248_S35_L001.il.fq	bsc	bsc_b16_s	29010552	515301428	44.64	30.36	88	79	99	99	1
2297_S36_L001.il.fq	bsc	bsc_b16_s	18828428	297605488	18.63	17.75	88	79	99	99	1
2249_S36_L001.il.fq	bsc	bsc_b16_s	22068840	375702258	24.87	22.83	87	78	99	99	1
2223_S10_L001.il.fq	bsc	bsc_b16_s	25211410	366792588	25.12	24.39	88	80	99	99	1
2283_S22_L001.il.fq	bsc	bsc_b16_s	35284270	429575634	42.11	31.1	100	92	99	99	1
2273_S12_L001.il.fq	bsc	bsc_b16_s	20971958	380317040	23.44	23.06	89	81	99	99	1
2289_S28_L001.il.fq	bsc	bsc_b16_s	18626172	388820198	19.11	19.54	91	91	99	99	1
2266_S5_L001.il.fq	bsc	bsc_b16_s	30187388	595944536	33.48	33.08	84	76	99	99	1
2263_S2_L001.il.fq	bsc	bsc_b16_s	22060390	416736936	24.47	23.15	86	78	99	99	1
2224_S11_L001.il.fq	bsc	bsc_b16_s	20640688	342963850	20.9	20.97	86	78	99	99	1
2253_S40_L001.il.fq	bsc	bsc_b16_s	25663396	392234212	27.42	26.02	89	81	99	99	1
2274_S13_L001.il.fq	bsc	bsc_b16_s	26147630	385430632	25.4	25.58	89	81	99	99	1
2257_S44_L001.il.fq	bsc	bsc_b16_s	21815872	319269900	22.14	22.37	93	84	99	99	1
2216_S3_L001.il.fq	bsc	bsc_b16_s	18001940	347444344	19.01	19.28	83	75	99	99	1
2218_S5_L001.il.fq	bsc	bsc_b16_s	55687382	458633010	47.77	43.23	105	97	99	99	1
2254_S41_L001.il.fq	bsc	bsc_b16_s	23254848	375101846	25.08	23.66	92	84	99	99	1
2239_S26_L001.il.fq	bsc	bsc_b16_s	33652228	357055160	30.88	27.31	96	88	99	99	1
2265_S4_L001.il.fq	bsc	bsc_b16_s	25214080	418596336	27.06	26.37	92	83	99	99	1
2232_S19_L001.il.fq	bsc	bsc_b16_s	30594216	384683514	29.13	27.29	94	85	99	99	1
2235_S22_L001.il.fq	bsc	bsc_b16_s	23794474	431585584	23.12	24.4	84	76	99	99	1
2298_S37_L001.il.fq	bsc	bsc_b16_s	20438576	274403560	19.57	18.4	90	82	99	99	1
2241_S28_L001.il.fq	bsc	bsc_b16_s	30746190	347670024	27.78	26.2	97	88	99	99	1
2304_S43_L001.il.fq	bsc	bsc_b16_s	15381734	308830288	17.9	17.39	84	76	99	99	1
2295_S34_L001.il.fq	bsc	bsc_b16_s	17346386	319978424	17.31	17.41	95	95	99	99	1
2262_S1_L001.il.fq	bsc	bsc_b16_s	23805856	418410180	25.79	24.81	87	79	99	99	1
2233_S20_L001.il.fq	bsc	bsc_b16_s	28612000	312791608	28.21	25.07	99	90	99	99	1
2220_S7_L001.il.fq	bsc	bsc_b16_s	27138884	407466534	29.13	27.87	94	86	99	99	1
2240_S27_L001.il.fq	bsc	bsc_b16_s	29904750	367953250	26.81	26.33	93	85	99	99	1
2301_S40_L001.il.fq	bsc	bsc_b16_s	19247830	349276596	20.81	21.42	86	77	99	99	1
2289_S28_L001.il.fq	bsc	bsc_b16_m	18626172	388820198	5.45	3.97	673	614	760	777	1
2252_S39_L001.il.fq	bsc	bsc_b16_s	22995096	368794574	24.65	25.82	87	80	99	99	1
2276_S15_L001.il.fq	bsc	bsc_b16_s	25723528	366767194	24.6	25.8	92	84	99	99	1
2293_S32_L001.il.fq	bsc	bsc_b16_s	18892144	373086500	19.6	21.53	81	73	99	99	1
2305_S44_L001.il.fq	bsc	bsc_b16_m	21912442	298045616	6.56	8.1	879	953	644	355	1
2250_S37_L001.il.fq	bsc	bsc_b16_s	18187930	338071598	20.85	25.07	83	76	99	99	1
2237_S24_L001.il.fq	bsc	bsc_b16_s	26541960	440977110	26.38	33.97	87	79	99	99	1
2248_S35_L001.il.fq	bsc	bsc_b16_m	29010552	515301428	13.47	7.15	812	798	438	609	1
2215_S2_L001.il.fq	bsc	bsc_b16_m	21960902	355812082	11.59	7.34	718	840	349	438	1
2229_S16_L001.il.fq	bsc	bsc_b16_s	30379672	419881230	32.14	38.18	94	85	99	99	1
2249_S36_L001.il.fq	bsc	bsc_b16_m	22068840	375702258	11.97	13.47	728	869	348	237	1
2294_S33_L001.il.fq	bsc	bsc_b16_s	17237244	270026346	29.84	23.57	88	81	99	99	1
2283_S22_L001.il.fq	bsc	bsc_b16_m	35284270	429575634	11.89	17.24	827	808	492	262	1
2297_S36_L001.il.fq	bsc	bsc_b16_m	18828428	297605488	12.34	11.85	742	802	291	239	1
2260_S47_L001.il.fq	bsc	bsc_b16_m	28850314	373982572	17.84	13	770	953	286	319	1
2223_S10_L001.il.fq	bsc	bsc_b16_m	25211410	366792588	18.26	8.56	739	846	262	393	1
2259_S46_L001.il.fq	bsc	bsc_b16_s	22220496	350734246	39.57	31.95	89	81	99	98	1
2266_S5_L001.il.fq	bsc	bsc_b16_m	30187388	595944536	17.95	17.03	868	829	344	278	1
2262_S1_L001.il.fq	bsc	bsc_b16_m	23805856	418410180	14.75	15.58	736	875	305	218	1
2273_S12_L001.il.fq	bsc	bsc_b16_m	20971958	380317040	14.7	15.43	729	897	280	214	1
2263_S2_L001.il.fq	bsc	bsc_b16_m	22060390	416736936	19.72	13.99	792	861	230	236	1
2224_S11_L001.il.fq	bsc	bsc_b16_m	20640688	342963850	18.61	12.98	715	881	212	230	1
2253_S40_L001.il.fq	bsc	bsc_b16_m	25663396	392234212	24.67	14.57	823	911	220	257	1
2274_S13_L001.il.fq	bsc	bsc_b16_m	26147630	385430632	23.32	13.8	848	881	215	270	1
2257_S44_L001.il.fq	bsc	bsc_b16_m	21815872	319269900	18.49	12.47	836	984	230	241	1
2254_S41_L001.il.fq	bsc	bsc_b16_m	23254848	375101846	18.36	13.96	845	872	265	242	1
2265_S4_L001.il.fq	bsc	bsc_b16_m	25214080	418596336	20.32	14.17	772	936	247	236	1
2239_S26_L001.il.fq	bsc	bsc_b16_m	33652228	357055160	18.32	18.46	833	1003	318	216	1
2216_S3_L001.il.fq	bsc	bsc_b16_m	18001940	347444344	15.9	14.3	664	809	224	208	1
2232_S19_L001.il.fq	bsc	bsc_b16_m	30594216	384683514	24.42	12.84	837	982	224	295	1
2235_S22_L001.il.fq	bsc	bsc_b16_m	23794474	431585584	24.28	10.57	697	747	206	291	1
2241_S28_L001.il.fq	bsc	bsc_b16_m	30746190	347670024	21.26	12.15	771	935	219	284	1
2298_S37_L001.il.fq	bsc	bsc_b16_m	20438576	274403560	12.91	9.9	767	863	255	275	1
2304_S43_L001.il.fq	bsc	bsc_b16_m	15381734	308830288	11.88	12.01	765	845	264	207	1
2233_S20_L001.il.fq	bsc	bsc_b16_m	28612000	312791608	16.21	17.74	874	1086	280	206	1
2239_S26_L001.il.fq	lbzip2	lbzip2_l1_m	45667912	357055160	49.93	13.41	3	6	178	169	1
2295_S34_L001.il.fq	bsc	bsc_b16_m	17346386	319978424	14.4	10.29	721	780	205	228	1
2220_S7_L001.il.fq	bsc	bsc_b16_m	27138884	407466534	21.91	16.37	805	948	256	241	1
2252_S39_L001.il.fq	bsc	bsc_b16_m	22995096	368794574	20.48	9.1	736	861	211	348	1
2240_S27_L001.il.fq	bsc	bsc_b16_m	29904750	367953250	20.85	10.21	814	857	214	348	1
2218_S5_L001.il.fq	bsc	bsc_b16_m	55687382	458633010	32.85	15.28	1030	1143	244	393	1
2301_S40_L001.il.fq	bsc	bsc_b16_m	19247830	349276596	16.72	14.21	841	856	231	199	1
2276_S15_L001.il.fq	bsc	bsc_b16_m	25723528	366767194	16.03	17.16	754	888	283	205	1
2293_S32_L001.il.fq	bsc	bsc_b16_m	18892144	373086500	15.81	16.6	649	748	230	196	1
2250_S37_L001.il.fq	bsc	bsc_b16_m	18187930	338071598	14.63	13.42	800	859	246	211	1
2237_S24_L001.il.fq	bsc	bsc_b16_m	26541960	440977110	21.47	13.63	783	847	222	272	1
2294_S33_L001.il.fq	bsc	bsc_b16_m	17237244	270026346	15.4	6.77	740	838	210	343	1
2229_S16_L001.il.fq	bsc	bsc_b16_m	30379672	419881230	24.01	9.44	737	871	223	424	1
2259_S46_L001.il.fq	bsc	bsc_b16_m	22220496	350734246	5.21	4.21	868	896	775	666	1
2305_S44_L001.il.fq	bsc	bsc_b1_s	24944494	298045616	19.81	12.6	13	15	99	99	1
2298_S37_L001.il.fq	zstd	zstd_l19_m	25463975	274403560	88.85	0.5	271	10	187	99	1
2253_S40_L001.il.fq	bsc	bsc_b1_s	28439848	392234212	25.55	15.02	13	11	99	99	1
2215_S2_L001.il.fq	bsc	bsc_b1_s	23829680	355812082	18.99	16.43	13	11	99	99	1
2257_S44_L001.il.fq	bsc	bsc_b1_s	24187396	319269900	23.91	16.47	13	11	99	99	1
2248_S35_L001.il.fq	bsc	bsc_b1_s	32520646	515301428	27.36	16.34	13	11	99	99	1
2283_S22_L001.il.fq	bsc	bsc_b1_s	38010324	429575634	27.17	17.67	13	15	99	99	1
2260_S47_L001.il.fq	bsc	bsc_b1_s	31317088	373982572	24.62	14.36	12	11	99	99	1
2297_S36_L001.il.fq	bsc	bsc_b1_s	20816744	297605488	14.58	9.77	13	15	99	99	1
2249_S36_L001.il.fq	bsc	bsc_b1_s	24346042	375702258	18.03	11.82	13	11	99	99	1
2223_S10_L001.il.fq	bsc	bsc_b1_s	27418730	366792588	19.48	13.36	13	11	100	99	1
2273_S12_L001.il.fq	bsc	bsc_b1_s	24422768	380317040	18.16	12.79	13	11	99	99	1
2289_S28_L001.il.fq	bsc	bsc_b1_s	20735186	388820198	15.01	10.43	12	11	99	99	1
2263_S2_L001.il.fq	bsc	bsc_b1_s	25472240	416736936	18.96	12.93	13	11	99	99	1
2224_S11_L001.il.fq	bsc	bsc_b1_s	23044928	342963850	16.37	11.24	12	11	99	99	1
2266_S5_L001.il.fq	bsc	bsc_b1_s	35320114	595944536	26.81	17.38	13	11	99	99	1
2274_S13_L001.il.fq	bsc	bsc_b1_s	29322888	385430632	20.63	13.6	13	15	99	99	1
2254_S41_L001.il.fq	bsc	bsc_b1_s	26460766	375101846	19.42	13.37	13	11	99	99	1
2216_S3_L001.il.fq	bsc	bsc_b1_s	19752306	347444344	14.56	10.29	12	11	99	99	1
2239_S26_L001.il.fq	bsc	bsc_b1_s	36040040	357055160	23.93	15.59	13	15	99	99	1
2265_S4_L001.il.fq	bsc	bsc_b1_s	28901206	418596336	20.9	14.89	13	11	99	99	1
2235_S22_L001.il.fq	bsc	bsc_b1_s	26018982	431585584	18.25	12.38	13	11	99	99	1
2232_S19_L001.il.fq	bsc	bsc_b1_s	33456048	384683514	22.57	15.4	13	11	99	99	1
2241_S28_L001.il.fq	bsc	bsc_b1_s	33194150	347670024	21.79	14.25	13	15	99	99	1
2294_S33_L001.il.fq	bsc	bsc_b1_s	19037930	270026346	13.78	9.03	12	15	99	99	1
2298_S37_L001.il.fq	bsc	bsc_b1_s	22363038	274403560	15.21	10.06	13	15	99	99	1
2262_S1_L001.il.fq	bsc	bsc_b1_s	26986662	418410180	19.81	13.36	12	11	99	99	1
2304_S43_L001.il.fq	bsc	bsc_b1_s	17618382	308830288	13.34	9.19	12	11	99	99	1
2233_S20_L001.il.fq	bsc	bsc_b1_s	31641426	312791608	21.42	14.76	13	15	99	99	1
2220_S7_L001.il.fq	bsc	bsc_b1_s	31003154	407466534	22.63	15.24	13	11	99	99	1
2295_S34_L001.il.fq	bsc	bsc_b1_s	19242254	319978424	13.84	9.14	13	11	99	99	1
2252_S39_L001.il.fq	bsc	bsc_b1_s	25527682	368794574	18.76	13.24	13	11	99	99	1
2266_S5_L001.il.fq	bsc	bsc_b1_m	35320114	595944536	4.69	3.97	95	77	952	905	1
2301_S40_L001.il.fq	bsc	bsc_b1_s	22233142	349276596	16.25	13.84	13	11	99	99	1
2276_S15_L001.il.fq	bsc	bsc_b1_s	28123110	366767194	19.1	16.68	12	15	99	99	1
2305_S44_L001.il.fq	bsc	bsc_b1_m	24944494	298045616	3.03	2.43	103	81	904	861	1
2237_S24_L001.il.fq	bsc	bsc_b1_s	29034950	440977110	22.48	16.62	13	11	99	99	1
2293_S32_L001.il.fq	bsc	bsc_b1_s	21127866	373086500	18.86	13.06	12	11	99	99	1
2248_S35_L001.il.fq	bsc	bsc_b1_m	32520646	515301428	3.98	3.07	98	77	951	998	1
2218_S5_L001.il.fq	bsc	bsc_b1_s	58592788	458633010	37.09	37.11	13	15	99	99	1
2250_S37_L001.il.fq	bsc	bsc_b1_s	20245942	338071598	19.92	16.3	13	11	99	98	1
2249_S36_L001.il.fq	bsc	bsc_b1_m	24346042	375702258	7.66	9	103	77	350	302	1
2215_S2_L001.il.fq	bsc	bsc_b1_m	23829680	355812082	7.44	9.39	112	77	380	287	1
2283_S22_L001.il.fq	bsc	bsc_b1_m	38010324	429575634	7.59	10.88	100	102	538	358	1
2260_S47_L001.il.fq	bsc	bsc_b1_m	31317088	373982572	11.27	6.28	103	77	355	478	1
2259_S46_L001.il.fq	bsc	bsc_b1_s	24894912	350734246	26.26	20.57	13	11	99	98	1
2223_S10_L001.il.fq	bsc	bsc_b1_m	27418730	366792588	5.31	8.19	99	77	586	334	1
2229_S16_L001.il.fq	bsc	bsc_b1_s	33058188	419881230	29.87	27.41	13	11	99	98	1
2297_S36_L001.il.fq	bsc	bsc_b1_m	20816744	297605488	8.75	6.15	102	89	282	339	1
2289_S28_L001.il.fq	bsc	bsc_b1_m	20735186	388820198	7.85	6.8	106	77	311	302	1
2273_S12_L001.il.fq	bsc	bsc_b1_m	24422768	380317040	9.86	7.93	103	77	299	341	1
2263_S2_L001.il.fq	bsc	bsc_b1_m	25472240	416736936	10.18	9.34	103	77	304	273	1
2257_S44_L001.il.fq	bsc	bsc_b1_m	24187396	319269900	8.43	12.19	98	77	314	212	1
2253_S40_L001.il.fq	bsc	bsc_b1_m	28439848	392234212	13.77	13.92	103	77	236	227	1
2274_S13_L001.il.fq	bsc	bsc_b1_m	29322888	385430632	11.66	13.39	98	81	267	230	1
2220_S7_L001.il.fq	bsc	bsc_b1_m	31003154	407466534	12.98	15.59	108	81	280	215	1
2224_S11_L001.il.fq	bsc	bsc_b1_m	23044928	342963850	13.55	8.82	100	77	216	266	1
2254_S41_L001.il.fq	bsc	bsc_b1_m	26460766	375101846	15.74	8.19	97	77	220	348	1
2239_S26_L001.il.fq	bsc	bsc_b1_m	36040040	357055160	18.84	11.28	99	83	217	293	1
2265_S4_L001.il.fq	bsc	bsc_b1_m	28901206	418596336	14.65	10.67	105	77	249	289	1
2216_S3_L001.il.fq	bsc	bsc_b1_m	19752306	347444344	9.64	9.22	97	77	245	246	1
2294_S33_L001.il.fq	bsc	bsc_b1_m	19037930	270026346	8.36	9.53	102	89	244	215	1
2235_S22_L001.il.fq	bsc	bsc_b1_m	26018982	431585584	11.13	11.71	96	77	266	231	1
2232_S19_L001.il.fq	bsc	bsc_b1_m	33456048	384683514	14.59	15.58	97	77	259	230	1
2241_S28_L001.il.fq	bsc	bsc_b1_m	33194150	347670024	11.17	13.82	99	85	297	234	1
2304_S43_L001.il.fq	bsc	bsc_b1_m	17618382	308830288	9.77	4.49	102	77	220	427	1
2298_S37_L001.il.fq	bsc	bsc_b1_m	22363038	274403560	10.63	6.11	98	81	251	359	1
2262_S1_L001.il.fq	bsc	bsc_b1_m	26986662	418410180	16.43	7.09	97	80	221	387	1
2295_S34_L001.il.fq	bsc	bsc_b1_m	19242254	319978424	9.52	9.98	97	81	230	194	1
2240_S27_L001.il.fq	bsc	bsc_b1_m	32347970	367953250	6.88	15.01	109	84	470	200	1
2276_S15_L001.il.fq	bsc	bsc_b1_m	28123110	366767194	9.37	12.36	99	88	295	222	1
2293_S32_L001.il.fq	bsc	bsc_b1_m	21127866	373086500	11.26	8.76	94	77	217	256	1
2237_S24_L001.il.fq	bsc	bsc_b1_m	29034950	440977110	16.43	7.13	111	77	216	393	1
2301_S40_L001.il.fq	bsc	bsc_b1_m	22233142	349276596	12.21	9.02	97	77	223	273	1
2252_S39_L001.il.fq	bsc	bsc_b1_m	25527682	368794574	16.59	12.43	96	77	199	242	1
2218_S5_L001.il.fq	bsc	bsc_b1_m	58592788	458633010	25.15	13.95	100	109	233	375	1
2263_S2_L001.il.fq	gzip	gzip_l1_s	57445338	416736936	8.19	3.73	2	1	98	97	1
2229_S16_L001.il.fq	bsc	bsc_b1_m	33058188	419881230	7.75	8.56	101	77	425	351	1
2250_S37_L001.il.fq	bsc	bsc_b1_m	20245942	338071598	6.52	6.93	100	77	368	301	1
2305_S44_L001.il.fq	gzip	gzip_l1_s	52211013	298045616	5.88	2.85	2	1	96	94	1
2259_S46_L001.il.fq	bsc	bsc_b1_m	24894912	350734246	8.31	5.55	102	77	358	420	1
2233_S20_L001.il.fq	bsc	bsc_b1_m	31641426	312791608	10.59	2.42	101	85	334	1104	1
2248_S35_L001.il.fq	gzip	gzip_l1_s	74365107	515301428	10.43	3.65	2	1	99	99	1
2215_S2_L001.il.fq	gzip	gzip_l1_s	51917767	355812082	6.62	2.23	2	1	98	99	1
2283_S22_L001.il.fq	gzip	gzip_l1_s	74381149	429575634	7.2	2.92	2	1	98	99	1
2297_S36_L001.il.fq	gzip	gzip_l1_s	44118982	297605488	3.59	1.83	2	1	99	99	1
2249_S36_L001.il.fq	gzip	gzip_l1_s	55503687	375702258	4.44	2.3	2	1	99	99	1
2223_S10_L001.il.fq	gzip	gzip_l1_s	59109763	366792588	4.58	2.34	2	1	99	100	1
2260_S47_L001.il.fq	gzip	gzip_l1_s	68659366	373982572	5.11	2.58	2	1	99	99	1
2273_S12_L001.il.fq	gzip	gzip_l1_s	56651544	380317040	4.54	2.35	2	1	99	99	1
2253_S40_L001.il.fq	gzip	gzip_l1_s	64814721	392234212	5.04	2.51	2	1	100	99	1
2266_S5_L001.il.fq	gzip	gzip_l1_s	83480388	595944536	6.88	3.59	2	1	99	99	1
2224_S11_L001.il.fq	gzip	gzip_l1_s	50294087	342963850	4.04	2.16	2	1	100	99	1
2274_S13_L001.il.fq	gzip	gzip_l1_s	61212274	385430632	4.8	2.5	2	1	99	99	1
2289_S28_L001.il.fq	gzip	gzip_l1_s	45907088	388820198	4.06	2.2	2	1	99	100	1
2265_S4_L001.il.fq	gzip	gzip_l1_s	65200558	418596336	5.18	2.68	2	1	99	99	1
2239_S26_L001.il.fq	gzip	gzip_l1_s	73441015	357055160	5.36	2.68	2	1	99	99	1
2257_S44_L001.il.fq	gzip	gzip_l1_s	55293845	319269900	4.22	2.17	2	2	100	99	1
2276_S15_L001.il.fq	gzip	gzip_l1_s	57295193	366767194	4.64	2.36	2	1	99	100	1
2254_S41_L001.il.fq	gzip	gzip_l1_s	60774565	375101846	4.77	2.41	2	1	99	99	1
2298_S37_L001.il.fq	gzip	gzip_l1_s	44963114	274403560	3.51	1.81	2	1	99	100	1
2232_S19_L001.il.fq	gzip	gzip_l1_s	69115896	384683514	5.2	2.63	2	1	100	100	1
2262_S1_L001.il.fq	gzip	gzip_l1_s	60247079	418410180	4.91	2.64	2	1	100	99	1
2241_S28_L001.il.fq	gzip	gzip_l1_s	63809087	347670024	4.82	2.39	2	1	100	99	1
2235_S22_L001.il.fq	gzip	gzip_l1_s	56021401	431585584	4.81	2.59	2	1	99	99	1
2216_S3_L001.il.fq	gzip	gzip_l1_s	44263870	347444344	3.86	2.02	2	1	100	100	1
2295_S34_L001.il.fq	gzip	gzip_l1_s	42095520	319978424	3.59	1.94	2	1	100	99	1
2220_S7_L001.il.fq	gzip	gzip_l1_s	69981898	407466534	5.32	2.76	2	1	100	99	1
2304_S43_L001.il.fq	gzip	gzip_l1_s	42193367	308830288	3.52	1.87	2	1	100	99	1
2301_S40_L001.il.fq	gzip	gzip_l1_s	51328987	349276596	4.11	2.12	2	1	100	100	1
2240_S27_L001.il.fq	gzip	gzip_l1_s	64710265	367953250	4.99	2.43	2	1	100	100	1
2252_S39_L001.il.fq	gzip	gzip_l1_s	58311086	368794574	4.61	2.3	2	1	99	100	1
2294_S33_L001.il.fq	gzip	gzip_l1_s	40741710	270026346	3.28	1.78	2	1	99	99	1
2218_S5_L001.il.fq	gzip	gzip_l1_s	105559875	458633010	7.44	3.63	2	1	99	99	1
2237_S24_L001.il.fq	gzip	gzip_l1_s	62031344	440977110	5.09	2.67	2	1	99	99	1
2233_S20_L001.il.fq	gzip	gzip_l1_s	66140336	312791608	4.7	2.29	2	1	99	99	1
2250_S37_L001.il.fq	gzip	gzip_l1_s	46331833	338071598	3.8	2	2	1	100	99	1
2259_S46_L001.il.fq	gzip	gzip_l1_s	59033805	350734246	4.47	2.31	2	1	99	99	1
2293_S32_L001.il.fq	gzip	gzip_l1_s	47352295	373086500	3.98	2.15	2	2	99	100	1
2229_S16_L001.il.fq	gzip	gzip_l1_s	68327403	419881230	5.25	2.66	2	1	99	100	1
2305_S44_L001.il.fq	gzip	gzip_l9_s	34000575	298045616	57.64	1.55	2	1	99	100	1
2289_S28_L001.il.fq	gzip	gzip_l9_s	28342790	388820198	50.05	1.81	2	1	99	99	1
2215_S2_L001.il.fq	gzip	gzip_l9_s	33418149	355812082	60.9	1.74	2	1	99	99	1
2266_S5_L001.il.fq	gzip	gzip_l9_s	48327020	595944536	77.49	2.82	2	1	99	100	1
2216_S3_L001.il.fq	gzip	gzip_l9_s	27615495	347444344	51.88	1.65	2	1	99	99	1
2248_S35_L001.il.fq	gzip	gzip_l9_s	44991111	515301428	80.75	2.49	2	1	99	100	1
2260_S47_L001.il.fq	gzip	gzip_l9_s	43274373	373982572	77.84	1.95	2	1	99	99	1
2283_S22_L001.il.fq	gzip	gzip_l9_s	53059850	429575634	93.44	2.29	2	1	99	100	1
2249_S36_L001.il.fq	gzip	gzip_l9_s	34010592	375702258	61.86	1.86	2	1	99	99	1
2297_S36_L001.il.fq	gzip	gzip_l9_s	28605921	297605488	47.25	1.49	2	1	99	99	1
2223_S10_L001.il.fq	gzip	gzip_l9_s	38100957	366792588	68.22	1.85	2	1	99	99	1
2235_S22_L001.il.fq	gzip	gzip_l9_s	36230441	431585584	64.11	2.06	2	1	99	99	1
2273_S12_L001.il.fq	gzip	gzip_l9_s	33465450	380317040	56	1.85	2	1	99	99	1
2263_S2_L001.il.fq	gzip	gzip_l9_s	34876322	416736936	54.49	2	2	1	99	99	1
2224_S11_L001.il.fq	gzip	gzip_l9_s	31450941	342963850	57.03	1.68	2	1	99	100	1
2253_S40_L001.il.fq	gzip	gzip_l9_s	39574385	392234212	70.86	1.97	2	1	99	99	1
2274_S13_L001.il.fq	gzip	gzip_l9_s	40265037	385430632	67.48	1.96	2	1	99	100	1
